GEO_ID,NAME,Total_Households,Total_Below_Poverty,SNAP_Total_Households,SNAP_Below_Poverty,SNAP_Participation_Rate_Pct,No_SNAP_Total_Households,No_SNAP_Below_Poverty_Gap
46051,"Grant County, South Dakota",3029,338,230,89,7.6,2799,249
46053,"Gregory County, South Dakota",1609,184,127,37,7.9,1482,147
46055,"Haakon County, South Dakota",687,71,21,15,3.1,666,56
46057,"Hamlin County, South Dakota",2194,133,71,37,3.2,2123,96
46059,"Hand County, South Dakota",1405,89,54,9,3.8,1351,80
46061,"Hanson County, South Dakota",1132,67,35,13,3.1,1097,54
46063,"Harding County, South Dakota",498,38,10,3,2.0,488,35
46065,"Hughes County, South Dakota",7253,644,446,217,6.1,6807,427
46067,"Hutchinson County, South Dakota",2908,306,231,109,7.9,2677,197
46069,"Hyde County, South Dakota",503,35,12,0,2.4,491,35
46071,"Jackson County, South Dakota",830,314,195,120,23.5,635,194
46073,"Jerauld County, South Dakota",785,86,27,22,3.4,758,64
46075,"Jones County, South Dakota",342,48,4,4,1.2,338,44
46077,"Kingsbury County, South Dakota",2112,223,83,52,3.9,2029,171
46079,"Lake County, South Dakota",4716,382,246,118,5.2,4470,264
46081,"Lawrence County, South Dakota",12054,1450,1027,456,8.5,11027,994
46083,"Lincoln County, South Dakota",27879,1472,919,337,3.3,26960,1135
46085,"Lyman County, South Dakota",1188,202,136,58,11.4,1052,144
46087,"McCook County, South Dakota",2221,162,112,35,5.0,2109,127
46089,"McPherson County, South Dakota",915,98,29,19,3.2,886,79
46091,"Marshall County, South Dakota",1651,104,26,13,1.6,1625,91
46093,"Meade County, South Dakota",11968,863,708,248,5.9,11260,615
46095,"Mellette County, South Dakota",641,169,159,139,24.8,482,30
46097,"Miner County, South Dakota",932,90,64,7,6.9,868,83
46099,"Minnehaha County, South Dakota",84814,7153,7124,2818,8.4,77690,4335
46101,"Moody County, South Dakota",2559,325,108,27,4.2,2451,298
46102,"Oglala Lakota County, South Dakota",2923,1532,1446,1108,49.5,1477,424
46103,"Pennington County, South Dakota",46370,4869,3738,2058,8.1,42632,2811
46105,"Perkins County, South Dakota",1309,162,107,61,8.2,1202,101
46107,"Potter County, South Dakota",1066,85,22,2,2.1,1044,83
46109,"Roberts County, South Dakota",3625,507,386,258,10.6,3239,249
46111,"Sanborn County, South Dakota",946,90,54,30,5.7,892,60
46115,"Spink County, South Dakota",2486,202,107,58,4.3,2379,144
46117,"Stanley County, South Dakota",1290,40,30,5,2.3,1260,35
46119,"Sully County, South Dakota",637,46,31,7,4.9,606,39
46121,"Todd County, South Dakota",2544,962,1023,766,40.2,1521,196
46123,"Tripp County, South Dakota",2258,338,231,172,10.2,2027,166
46125,"Turner County, South Dakota",3568,339,304,161,8.5,3264,178
46127,"Union County, South Dakota",7310,718,303,133,4.1,7007,585
46129,"Walworth County, South Dakota",2415,300,182,88,7.5,2233,212
46135,"Yankton County, South Dakota",9695,1020,712,421,7.3,8983,599
46137,"Ziebach County, South Dakota",735,215,186,127,25.3,549,88
47001,"Anderson County, Tennessee",32755,4747,3901,2269,11.9,28854,2478
47003,"Bedford County, Tennessee",19505,2317,1997,749,10.2,17508,1568
47005,"Benton County, Tennessee",7121,1185,1126,690,15.8,5995,495
47007,"Bledsoe County, Tennessee",4858,920,878,513,18.1,3980,407
47009,"Blount County, Tennessee",55522,4808,3281,1327,5.9,52241,3481
47011,"Bradley County, Tennessee",42596,5753,4973,2110,11.7,37623,3643
47013,"Campbell County, Tennessee",17186,3541,3181,1926,18.5,14005,1615
47015,"Cannon County, Tennessee",5776,996,603,323,10.4,5173,673
47017,"Carroll County, Tennessee",11541,1911,1438,789,12.5,10103,1122
47019,"Carter County, Tennessee",24425,4372,3483,1543,14.3,20942,2829
47021,"Cheatham County, Tennessee",16279,1355,957,450,5.9,15322,905
47023,"Chester County, Tennessee",6430,1091,857,545,13.3,5573,546
47025,"Claiborne County, Tennessee",13724,2613,2031,1059,14.8,11693,1554
47027,"Clay County, Tennessee",3486,871,879,433,25.2,2607,438
47029,"Cocke County, Tennessee",15509,3135,2913,1724,18.8,12596,1411
47031,"Coffee County, Tennessee",23097,3558,2706,1515,11.7,20391,2043
47033,"Crockett County, Tennessee",5508,829,741,312,13.5,4767,517
47035,"Cumberland County, Tennessee",28195,3959,3191,983,11.3,25004,2976
47037,"Davidson County, Tennessee",324907,41807,26860,13399,8.3,298047,28408
47039,"Decatur County, Tennessee",4568,1090,787,379,17.2,3781,711
47041,"DeKalb County, Tennessee",8652,1573,1145,539,13.2,7507,1034
47043,"Dickson County, Tennessee",21757,2389,2017,1157,9.3,19740,1232
47045,"Dyer County, Tennessee",14769,2351,2336,1367,15.8,12433,984
47047,"Fayette County, Tennessee",17210,1859,1663,760,9.7,15547,1099
47049,"Fentress County, Tennessee",7831,1813,1763,977,22.5,6068,836
47051,"Franklin County, Tennessee",17445,2201,1449,756,8.3,15996,1445
47053,"Gibson County, Tennessee",20360,3121,3366,1771,16.5,16994,1350
47055,"Giles County, Tennessee",12058,1656,1374,683,11.4,10684,973
47057,"Grainger County, Tennessee",9660,1777,1350,683,14.0,8310,1094
47059,"Greene County, Tennessee",28400,4666,3329,1712,11.7,25071,2954
47061,"Grundy County, Tennessee",5161,989,868,431,16.8,4293,558
47063,"Hamblen County, Tennessee",26146,4554,3650,1825,14.0,22496,2729
47065,"Hamilton County, Tennessee",154181,19215,14488,7683,9.4,139693,11532
47067,"Hancock County, Tennessee",2828,925,984,549,34.8,1844,376
47069,"Hardeman County, Tennessee",9110,1878,1759,973,19.3,7351,905
47071,"Hardin County, Tennessee",11001,2512,1634,978,14.9,9367,1534
47073,"Hawkins County, Tennessee",23567,3815,3041,1710,12.9,20526,2105
47075,"Haywood County, Tennessee",7167,1690,1773,1014,24.7,5394,676
47077,"Henderson County, Tennessee",10920,1883,1802,818,16.5,9118,1065
47079,"Henry County, Tennessee",13452,1962,1762,696,13.1,11690,1266
47081,"Hickman County, Tennessee",9435,1011,952,416,10.1,8483,595
47083,"Houston County, Tennessee",3353,409,516,145,15.4,2837,264
47085,"Humphreys County, Tennessee",7241,907,835,388,11.5,6406,519
47087,"Jackson County, Tennessee",4795,1027,758,457,15.8,4037,570
47089,"Jefferson County, Tennessee",21817,2278,2360,1033,10.8,19457,1245
47091,"Johnson County, Tennessee",7298,1383,1101,671,15.1,6197,712
47093,"Knox County, Tennessee",201146,25666,17979,8399,8.9,183167,17267
47095,"Lake County, Tennessee",2067,790,657,440,31.8,1410,350
47097,"Lauderdale County, Tennessee",9325,2215,2117,1269,22.7,7208,946
47099,"Lawrence County, Tennessee",16991,2986,2390,1160,14.1,14601,1826
47101,"Lewis County, Tennessee",5387,1029,1010,439,18.7,4377,590
47103,"Lincoln County, Tennessee",14849,2110,1273,726,8.6,13576,1384
47105,"Loudon County, Tennessee",24056,2658,1547,835,6.4,22509,1823
47107,"McMinn County, Tennessee",21218,3042,2873,1444,13.5,18345,1598
47109,"McNairy County, Tennessee",9939,1731,1510,767,15.2,8429,964
47111,"Macon County, Tennessee",9421,1459,1663,813,17.7,7758,646
47113,"Madison County, Tennessee",40153,7296,6540,3305,16.3,33613,3991
47115,"Marion County, Tennessee",11869,1976,1728,958,14.6,10141,1018
47117,"Marshall County, Tennessee",13622,1653,905,495,6.6,12717,1158
47119,"Maury County, Tennessee",42306,4966,2674,1197,6.3,39632,3769
47121,"Meigs County, Tennessee",5235,898,828,352,15.8,4407,546
47123,"Monroe County, Tennessee",19714,3559,3064,1519,15.5,16650,2040
47125,"Montgomery County, Tennessee",87759,9905,7142,2671,8.1,80617,7234
47127,"Moore County, Tennessee",2739,251,183,48,6.7,2556,203
47129,"Morgan County, Tennessee",7188,1068,1033,538,14.4,6155,530
47131,"Obion County, Tennessee",12527,2329,1957,1080,15.6,10570,1249
47133,"Overton County, Tennessee",9071,1714,1067,564,11.8,8004,1150
47135,"Perry County, Tennessee",3610,613,480,355,13.3,3130,258
47137,"Pickett County, Tennessee",2167,496,378,272,17.4,1789,224
47139,"Polk County, Tennessee",7424,1264,1043,451,14.0,6381,813
47141,"Putnam County, Tennessee",33601,6265,3111,1525,9.3,30490,4740
47143,"Rhea County, Tennessee",13475,2435,2297,1291,17.0,11178,1144
47145,"Roane County, Tennessee",22790,3006,2983,1338,13.1,19807,1668
47147,"Robertson County, Tennessee",28255,2899,2086,1015,7.4,26169,1884
47149,"Rutherford County, Tennessee",129431,10997,9079,2899,7.0,120352,8098
47151,"Scott County, Tennessee",8755,2184,1973,1215,22.5,6782,969
47153,"Sequatchie County, Tennessee",6194,1392,1022,643,16.5,5172,749
47155,"Sevier County, Tennessee",40344,5430,2911,1449,7.2,37433,3981
47157,"Shelby County, Tennessee",362741,60699,56268,26908,15.5,306473,33791
47159,"Smith County, Tennessee",7932,878,780,344,9.8,7152,534
47161,"Stewart County, Tennessee",5323,950,591,408,11.1,4732,542
47163,"Sullivan County, Tennessee",68907,10277,9053,5177,13.1,59854,5100
47165,"Sumner County, Tennessee",78582,6997,4779,2116,6.1,73803,4881
47167,"Tipton County, Tennessee",22660,3196,2817,1452,12.4,19843,1744
47169,"Trousdale County, Tennessee",3700,495,405,192,10.9,3295,303
47171,"Unicoi County, Tennessee",7795,1277,1059,409,13.6,6736,868
47173,"Union County, Tennessee",7931,1272,1171,650,14.8,6760,622
47175,"Van Buren County, Tennessee",2569,452,479,142,18.6,2090,310
47177,"Warren County, Tennessee",16203,2396,2433,1086,15.0,13770,1310
47179,"Washington County, Tennessee",56759,8744,4886,2611,8.6,51873,6133
47181,"Wayne County, Tennessee",5982,1290,1018,573,17.0,4964,717
47183,"Weakley County, Tennessee",13384,2447,1869,876,14.0,11515,1571
47185,"White County, Tennessee",11226,1472,1463,614,13.0,9763,858
47187,"Williamson County, Tennessee",92214,5122,1728,573,1.9,90486,4549
47189,"Wilson County, Tennessee",59139,4883,3158,1417,5.3,55981,3466
48001,"Anderson County, Texas",17579,2969,3161,1496,18.0,14418,1473
48003,"Andrews County, Texas",6844,1150,891,449,13.0,5953,701
48005,"Angelina County, Texas",32271,5133,5405,1985,16.7,26866,3148
48007,"Aransas County, Texas",12478,1986,1071,474,8.6,11407,1512
48009,"Archer County, Texas",3468,363,227,105,6.5,3241,258
48011,"Armstrong County, Texas",767,46,26,21,3.4,741,25
48013,"Atascosa County, Texas",16786,2921,2725,1513,16.2,14061,1408
48015,"Austin County, Texas",12128,1716,1111,375,9.2,11017,1341
48017,"Bailey County, Texas",2209,416,395,190,17.9,1814,226
48019,"Bandera County, Texas",9255,1212,670,292,7.2,8585,920
48021,"Bastrop County, Texas",36868,3726,2750,778,7.5,34118,2948
48023,"Baylor County, Texas",1530,329,243,178,15.9,1287,151
48025,"Bee County, Texas",8807,1888,1201,682,13.6,7606,1206
48027,"Bell County, Texas",142305,20069,18429,8103,13.0,123876,11966
48029,"Bexar County, Texas",750939,105648,103965,43247,13.8,646974,62401
48031,"Blanco County, Texas",5166,476,243,90,4.7,4923,386
48033,"Borden County, Texas",243,30,0,0,0.0,243,30
48035,"Bosque County, Texas",7496,781,782,217,10.4,6714,564
48037,"Bowie County, Texas",35073,6051,5109,2551,14.6,29964,3500
48039,"Brazoria County, Texas",133898,10194,10824,3057,8.1,123074,7137
48041,"Brazos County, Texas",91087,21501,7858,3808,8.6,83229,17693
48043,"Brewster County, Texas",4951,558,338,178,6.8,4613,380
48045,"Briscoe County, Texas",553,164,36,21,6.5,517,143
48047,"Brooks County, Texas",2977,695,1062,342,35.7,1915,353
48049,"Brown County, Texas",14972,2400,1776,1013,11.9,13196,1387
48051,"Burleson County, Texas",7900,1075,941,438,11.9,6959,637
48053,"Burnet County, Texas",20969,1882,1531,655,7.3,19438,1227
48055,"Caldwell County, Texas",16647,1798,1893,581,11.4,14754,1217
48057,"Calhoun County, Texas",8670,885,1357,474,15.7,7313,411
48059,"Callahan County, Texas",5239,512,556,280,10.6,4683,232
48061,"Cameron County, Texas",138433,33198,34273,17771,24.8,104160,15427
48063,"Camp County, Texas",4817,833,800,351,16.6,4017,482
48065,"Carson County, Texas",2293,151,101,35,4.4,2192,116
48067,"Cass County, Texas",11805,2317,1963,1113,16.6,9842,1204
48069,"Castro County, Texas",2413,517,228,120,9.4,2185,397
48071,"Chambers County, Texas",17229,2036,995,521,5.8,16234,1515
48073,"Cherokee County, Texas",18185,3290,2668,1250,14.7,15517,2040
48075,"Childress County, Texas",1838,346,162,147,8.8,1676,199
48077,"Clay County, Texas",4289,431,273,108,6.4,4016,323
48079,"Cochran County, Texas",922,248,200,86,21.7,722,162
48081,"Coke County, Texas",1594,354,234,173,14.7,1360,181
48083,"Coleman County, Texas",3343,595,439,323,13.1,2904,272
48085,"Collin County, Texas",416646,26488,12768,3630,3.1,403878,22858
48087,"Collingsworth County, Texas",975,172,169,137,17.3,806,35
48089,"Colorado County, Texas",7937,902,757,300,9.5,7180,602
48091,"Comal County, Texas",71354,5349,3111,931,4.4,68243,4418
48093,"Comanche County, Texas",5355,776,560,261,10.5,4795,515
48095,"Concho County, Texas",814,123,56,17,6.9,758,106
48097,"Cooke County, Texas",16528,2067,1561,659,9.4,14967,1408
48099,"Coryell County, Texas",26986,3044,3416,1174,12.7,23570,1870
48101,"Cottle County, Texas",577,108,172,88,29.8,405,20
48103,"Crane County, Texas",1632,146,63,15,3.9,1569,131
48105,"Crockett County, Texas",1225,220,0,0,0.0,1225,220
48107,"Crosby County, Texas",1929,392,466,207,24.2,1463,185
48109,"Culberson County, Texas",868,139,232,111,26.7,636,28
48111,"Dallam County, Texas",2586,296,301,176,11.6,2285,120
48113,"Dallas County, Texas",982737,126108,103078,40931,10.5,879659,85177
48115,"Dawson County, Texas",4043,859,791,337,19.6,3252,522
48117,"Deaf Smith County, Texas",6051,996,810,344,13.4,5241,652
48119,"Delta County, Texas",2173,297,239,111,11.0,1934,186
48121,"Denton County, Texas",360392,25918,15679,5188,4.4,344713,20730
48123,"DeWitt County, Texas",6921,1330,818,336,11.8,6103,994
48125,"Dickens County, Texas",727,129,108,46,14.9,619,83
48127,"Dimmit County, Texas",2998,1187,774,549,25.8,2224,638
48129,"Donley County, Texas",1180,147,40,10,3.4,1140,137
48131,"Duval County, Texas",3053,784,759,408,24.9,2294,376
48133,"Eastland County, Texas",7236,1185,851,458,11.8,6385,727
48135,"Ector County, Texas",64563,10488,8102,4310,12.5,56461,6178
48137,"Edwards County, Texas",404,109,91,75,22.5,313,34
48139,"Ellis County, Texas",71759,5207,4902,1402,6.8,66857,3805
48141,"El Paso County, Texas",299637,58704,57900,28727,19.3,241737,29977
48143,"Erath County, Texas",16816,3040,1143,603,6.8,15673,2437
48145,"Falls County, Texas",6344,1054,835,368,13.2,5509,686
48147,"Fannin County, Texas",12767,1701,1314,606,10.3,11453,1095
48149,"Fayette County, Texas",10403,1115,768,211,7.4,9635,904
48151,"Fisher County, Texas",1564,234,218,125,13.9,1346,109
48153,"Floyd County, Texas",1952,391,252,133,12.9,1700,258
48155,"Foard County, Texas",437,51,8,0,1.8,429,51
48157,"Fort Bend County, Texas",292713,23263,19922,4579,6.8,272791,18684
48159,"Franklin County, Texas",3897,553,241,55,6.2,3656,498
48161,"Freestone County, Texas",7090,1059,1050,512,14.8,6040,547
48163,"Frio County, Texas",5437,1183,1281,567,23.6,4156,616
48165,"Gaines County, Texas",6929,622,539,156,7.8,6390,466
48167,"Galveston County, Texas",140660,17880,14723,5967,10.5,125937,11913
48169,"Garza County, Texas",1463,130,161,58,11.0,1302,72
48171,"Gillespie County, Texas",11513,1316,417,241,3.6,11096,1075
48173,"Glasscock County, Texas",460,25,45,19,9.8,415,6
48175,"Goliad County, Texas",2811,522,293,189,10.4,2518,333
48177,"Gonzales County, Texas",7926,1521,1295,796,16.3,6631,725
48179,"Gray County, Texas",7991,1204,1107,593,13.9,6884,611
48181,"Grayson County, Texas",55248,6010,4565,1930,8.3,50683,4080
48183,"Gregg County, Texas",48277,7221,6530,3152,13.5,41747,4069
48185,"Grimes County, Texas",10255,1410,1420,537,13.8,8835,873
48187,"Guadalupe County, Texas",65424,6302,5919,2539,9.0,59505,3763
48189,"Hale County, Texas",11024,2144,2532,1290,23.0,8492,854
48191,"Hall County, Texas",1169,177,163,76,13.9,1006,101
48193,"Hamilton County, Texas",3120,486,401,245,12.9,2719,241
48195,"Hansford County, Texas",1858,231,52,34,2.8,1806,197
48197,"Hardeman County, Texas",1230,150,168,84,13.7,1062,66
48199,"Hardin County, Texas",22222,2778,2866,1207,12.9,19356,1571
48201,"Harris County, Texas",1757164,262833,235477,98555,13.4,1521687,164278
48203,"Harrison County, Texas",26287,4153,3371,1576,12.8,22916,2577
48205,"Hartley County, Texas",1633,144,131,102,8.0,1502,42
48207,"Haskell County, Texas",2123,354,328,211,15.4,1795,143
48209,"Hays County, Texas",99849,12897,5032,1198,5.0,94817,11699
48211,"Hemphill County, Texas",1476,106,135,68,9.1,1341,38
48213,"Henderson County, Texas",33575,5121,4306,2115,12.8,29269,3006
48215,"Hidalgo County, Texas",270210,68350,75177,38380,27.8,195033,29970
48217,"Hill County, Texas",13767,1953,1535,625,11.1,12232,1328
48219,"Hockley County, Texas",7915,1173,946,427,12.0,6969,746
48221,"Hood County, Texas",25523,2127,1166,329,4.6,24357,1798
48223,"Hopkins County, Texas",14002,1815,1041,326,7.4,12961,1489
48225,"Houston County, Texas",7983,1268,1425,733,17.9,6558,535
48227,"Howard County, Texas",12191,1756,1511,685,12.4,10680,1071
48229,"Hudspeth County, Texas",842,207,173,121,20.5,669,86
48231,"Hunt County, Texas",38466,4537,4508,1492,11.7,33958,3045
48233,"Hutchinson County, Texas",7000,978,478,210,6.8,6522,768
48235,"Irion County, Texas",588,45,23,7,3.9,565,38
48237,"Jack County, Texas",2986,444,316,189,10.6,2670,255
48239,"Jackson County, Texas",6028,855,1101,542,18.3,4927,313
48241,"Jasper County, Texas",13845,2778,2161,1159,15.6,11684,1619
48243,"Jeff Davis County, Texas",966,259,53,53,5.5,913,206
48245,"Jefferson County, Texas",94807,18098,16008,8364,16.9,78799,9734
48247,"Jim Hogg County, Texas",1279,395,394,285,30.8,885,110
48249,"Jim Wells County, Texas",13279,3140,3190,1548,24.0,10089,1592
48251,"Johnson County, Texas",65507,7002,5079,1936,7.8,60428,5066
48253,"Jones County, Texas",5915,958,871,290,14.7,5044,668
48255,"Karnes County, Texas",4730,972,998,587,21.1,3732,385
48257,"Kaufman County, Texas",50990,4944,5054,1322,9.9,45936,3622
48259,"Kendall County, Texas",17741,1173,795,141,4.5,16946,1032
48261,"Kenedy County, Texas",55,7,1,0,1.8,54,7
48263,"Kent County, Texas",308,38,53,12,17.2,255,26
48265,"Kerr County, Texas",22615,2628,1452,552,6.4,21163,2076
48267,"Kimble County, Texas",2041,261,232,109,11.4,1809,152
48269,"King County, Texas",111,28,0,0,0.0,111,28
48271,"Kinney County, Texas",1152,78,174,6,15.1,978,72
48273,"Kleberg County, Texas",11853,3258,2531,1223,21.4,9322,2035
48275,"Knox County, Texas",1246,196,175,96,14.0,1071,100
48277,"Lamar County, Texas",20019,3930,2494,1381,12.5,17525,2549
48279,"Lamb County, Texas",4677,791,666,254,14.2,4011,537
48281,"Lampasas County, Texas",8390,781,733,310,8.7,7657,471
48283,"La Salle County, Texas",1647,362,229,155,13.9,1418,207
48285,"Lavaca County, Texas",8476,942,705,303,8.3,7771,639
48287,"Lee County, Texas",6984,867,829,282,11.9,6155,585
48289,"Leon County, Texas",6741,1121,551,242,8.2,6190,879
48291,"Liberty County, Texas",31183,5827,5190,2273,16.6,25993,3554
48293,"Limestone County, Texas",8389,1470,1390,622,16.6,6999,848
48295,"Lipscomb County, Texas",1025,144,61,24,6.0,964,120
48297,"Live Oak County, Texas",4358,951,718,488,16.5,3640,463
48299,"Llano County, Texas",10765,1095,811,376,7.5,9954,719
48301,"Loving County, Texas",27,2,2,2,7.4,25,0
48303,"Lubbock County, Texas",126225,21905,13478,5964,10.7,112747,15941
48305,"Lynn County, Texas",2099,340,256,132,12.2,1843,208
48307,"McCulloch County, Texas",3297,591,405,150,12.3,2892,441
48309,"McLennan County, Texas",97338,16579,11783,5334,12.1,85555,11245
48311,"McMullen County, Texas",207,25,8,0,3.9,199,25
48313,"Madison County, Texas",4225,642,447,65,10.6,3778,577
48315,"Marion County, Texas",4207,771,863,394,20.5,3344,377
48317,"Martin County, Texas",1973,197,194,70,9.8,1779,127
48319,"Mason County, Texas",1711,229,80,40,4.7,1631,189
48321,"Matagorda County, Texas",15439,3017,2628,1274,17.0,12811,1743
48323,"Maverick County, Texas",18080,4592,5191,2382,28.7,12889,2210
48325,"Medina County, Texas",17804,1918,1902,814,10.7,15902,1104
48327,"Menard County, Texas",942,175,86,24,9.1,856,151
48329,"Midland County, Texas",67651,7953,4750,1741,7.0,62901,6212
48331,"Milam County, Texas",10152,1341,1135,539,11.2,9017,802
48333,"Mills County, Texas",1799,157,238,42,13.2,1561,115
48335,"Mitchell County, Texas",2758,375,357,175,12.9,2401,200
48337,"Montague County, Texas",8538,1357,837,537,9.8,7701,820
48339,"Montgomery County, Texas",247541,23835,16304,6060,6.6,231237,17775
48341,"Moore County, Texas",7157,1106,616,313,8.6,6541,793
48343,"Morris County, Texas",4895,911,665,392,13.6,4230,519
48345,"Motley County, Texas",460,95,58,45,12.6,402,50
48347,"Nacogdoches County, Texas",25302,5851,4205,2267,16.6,21097,3584
48349,"Navarro County, Texas",19044,3117,2635,1203,13.8,16409,1914
48351,"Newton County, Texas",4841,947,687,331,14.2,4154,616
48353,"Nolan County, Texas",5886,1246,1160,523,19.7,4726,723
48355,"Nueces County, Texas",131160,22068,22892,10986,17.5,108268,11082
48357,"Ochiltree County, Texas",3680,491,184,89,5.0,3496,402
48359,"Oldham County, Texas",614,81,8,2,1.3,606,79
48361,"Orange County, Texas",32437,4713,4455,1723,13.7,27982,2990
48363,"Palo Pinto County, Texas",11234,1923,1679,884,14.9,9555,1039
48365,"Panola County, Texas",8898,1104,969,402,10.9,7929,702
48367,"Parker County, Texas",56437,4971,2873,1148,5.1,53564,3823
48369,"Parmer County, Texas",3231,382,159,111,4.9,3072,271
48371,"Pecos County, Texas",5238,963,705,292,13.5,4533,671
48373,"Polk County, Texas",19517,3381,3170,1449,16.2,16347,1932
48375,"Potter County, Texas",42581,8199,6211,3368,14.6,36370,4831
48377,"Presidio County, Texas",2418,706,426,250,17.6,1992,456
48379,"Rains County, Texas",4856,503,542,232,11.2,4314,271
48381,"Randall County, Texas",56807,5674,3917,1591,6.9,52890,4083
48383,"Reagan County, Texas",1033,104,62,25,6.0,971,79
48385,"Real County, Texas",1128,212,163,100,14.5,965,112
48387,"Red River County, Texas",4978,876,938,261,18.8,4040,615
48389,"Reeves County, Texas",4224,743,735,466,17.4,3489,277
48391,"Refugio County, Texas",2495,408,352,159,14.1,2143,249
48393,"Roberts County, Texas",323,16,11,5,3.4,312,11
48395,"Robertson County, Texas",6701,1074,1048,576,15.6,5653,498
48397,"Rockwall County, Texas",41237,1796,1759,248,4.3,39478,1548
48399,"Runnels County, Texas",3809,470,414,204,10.9,3395,266
48401,"Rusk County, Texas",18027,2538,2012,968,11.2,16015,1570
48403,"Sabine County, Texas",4649,594,691,179,14.9,3958,415
48405,"San Augustine County, Texas",2940,747,689,376,23.4,2251,371
48407,"San Jacinto County, Texas",10881,1867,1862,721,17.1,9019,1146
48409,"San Patricio County, Texas",25334,3665,3623,1386,14.3,21711,2279
48411,"San Saba County, Texas",2090,206,198,54,9.5,1892,152
48413,"Schleicher County, Texas",964,144,70,48,7.3,894,96
48415,"Scurry County, Texas",5876,638,471,193,8.0,5405,445
48417,"Shackelford County, Texas",1293,170,107,51,8.3,1186,119
48419,"Shelby County, Texas",9366,2041,1474,833,15.7,7892,1208
48421,"Sherman County, Texas",843,75,37,27,4.4,806,48
48423,"Smith County, Texas",83134,9507,7560,3027,9.1,75574,6480
48425,"Somervell County, Texas",3713,282,203,107,5.5,3510,175
48427,"Starr County, Texas",19157,7271,8146,4837,42.5,11011,2434
48429,"Stephens County, Texas",3623,594,374,101,10.3,3249,493
48431,"Sterling County, Texas",399,20,48,0,12.0,351,20
48433,"Stonewall County, Texas",513,77,41,11,8.0,472,66
48435,"Sutton County, Texas",1273,119,85,33,6.7,1188,86
48437,"Swisher County, Texas",2383,588,328,170,13.8,2055,418
48439,"Tarrant County, Texas",782419,83640,74867,27313,9.6,707552,56327
48441,"Taylor County, Texas",54934,8272,6088,2966,11.1,48846,5306
48443,"Terrell County, Texas",451,59,16,7,3.5,435,52
48445,"Terry County, Texas",4297,725,1146,347,26.7,3151,378
48447,"Throckmorton County, Texas",737,167,78,59,10.6,659,108
48449,"Titus County, Texas",11156,1897,2159,873,19.4,8997,1024
48451,"Tom Green County, Texas",46756,5230,4490,1445,9.6,42266,3785
48453,"Travis County, Texas",583747,59521,32506,14208,5.6,551241,45313
48455,"Trinity County, Texas",6078,1228,1005,574,16.5,5073,654
48457,"Tyler County, Texas",7145,1234,1175,643,16.4,5970,591
48459,"Upshur County, Texas",15583,2045,1922,807,12.3,13661,1238
48461,"Upton County, Texas",1360,253,104,80,7.6,1256,173
48463,"Uvalde County, Texas",8417,1905,2041,864,24.2,6376,1041
48465,"Val Verde County, Texas",16810,2947,3666,1543,21.8,13144,1404
48467,"Van Zandt County, Texas",22682,2711,2503,708,11.0,20179,2003
48469,"Victoria County, Texas",34855,5312,4948,2228,14.2,29907,3084
48471,"Walker County, Texas",26017,5163,2736,1343,10.5,23281,3820
48473,"Waller County, Texas",18342,2665,2365,1144,12.9,15977,1521
48475,"Ward County, Texas",4388,646,400,166,9.1,3988,480
48477,"Washington County, Texas",15481,2345,1653,1031,10.7,13828,1314
48479,"Webb County, Texas",81373,17776,19282,9372,23.7,62091,8404
48481,"Wharton County, Texas",15890,2119,2206,820,13.9,13684,1299
48483,"Wheeler County, Texas",1928,318,263,232,13.6,1665,86
48485,"Wichita County, Texas",49017,7576,5991,3117,12.2,43026,4459
48487,"Wilbarger County, Texas",4778,620,673,240,14.1,4105,380
48489,"Willacy County, Texas",5691,1568,1813,801,31.9,3878,767
48491,"Williamson County, Texas",252323,16202,11096,3368,4.4,241227,12834
48493,"Wilson County, Texas",18185,2109,1522,667,8.4,16663,1442
48495,"Winkler County, Texas",2762,362,520,116,18.8,2242,246
48497,"Wise County, Texas",25135,2191,1959,697,7.8,23176,1494
48499,"Wood County, Texas",18672,2527,2078,928,11.1,16594,1599
48501,"Yoakum County, Texas",2612,299,85,27,3.3,2527,272
48503,"Young County, Texas",7643,1111,863,520,11.3,6780,591
48505,"Zapata County, Texas",4565,1755,1430,1015,31.3,3135,740
48507,"Zavala County, Texas",3271,1169,1329,831,40.6,1942,338
49001,"Beaver County, Utah",2518,192,113,43,4.5,2405,149
49003,"Box Elder County, Utah",19557,2059,1087,599,5.6,18470,1460
49005,"Cache County, Utah",44439,4920,2127,750,4.8,42312,4170
49007,"Carbon County, Utah",8123,1338,1135,665,14.0,6988,673
49009,"Daggett County, Utah",288,23,15,5,5.2,273,18
49011,"Davis County, Utah",115919,7812,5317,2440,4.6,110602,5372
49013,"Duchesne County, Utah",6878,759,720,266,10.5,6158,493
49015,"Emery County, Utah",3453,363,351,204,10.2,3102,159
49017,"Garfield County, Utah",2042,221,114,75,5.6,1928,146
49019,"Grand County, Utah",4554,551,148,68,3.2,4406,483
49021,"Iron County, Utah",20157,2744,1797,632,8.9,18360,2112
49023,"Juab County, Utah",3862,266,230,27,6.0,3632,239
49025,"Kane County, Utah",3456,372,82,76,2.4,3374,296
49027,"Millard County, Utah",4357,385,208,81,4.8,4149,304
49029,"Morgan County, Utah",3785,71,13,0,0.3,3772,71
49031,"Piute County, Utah",555,104,53,26,9.5,502,78
